MATCH_ID,PARTICIPANT_POS_ID,MINUTE,TEAM,CHAMPION_ROLE,CHAMPION_NAME,GOLD_DIFF,XP_DIFF
EUW1_7708007049,3,10,BLUE,MIDDLE,GAREN,-814,644
EUW1_7708007049,10,10,RED,SUPPORT,HWEI,120,-538
EUW1_7708007049,7,15,RED,JUNGLE,JARVANIV,-2749,-1577
EUW1_7708007049,4,20,BLUE,BOTTOM,EZREAL,-493,589
EUW1_7708007049,1,25,BLUE,TOP,RUMBLE,3750,2978
EUW1_7708007049,8,25,RED,MIDDLE,AKSHAN,1721,-1241
EUW1_7708007049,5,30,BLUE,SUPPORT,THRESH,-248,-1027
EUW1_7708007049,2,35,BLUE,JUNGLE,BRIAR,7144,2503
EUW1_7708007049,9,35,RED,BOTTOM,MISSFORTUNE,6071,1687
EUW1_7707994087,6,5,RED,TOP,RENEKTON,576,483
EUW1_7707994087,3,10,BLUE,MIDDLE,IRELIA,1073,-472
EUW1_7707994087,10,10,RED,SUPPORT,BRAUM,544,208
EUW1_7707994087,7,15,RED,JUNGLE,KAISA,-897,-858
EUW1_7707994087,4,20,BLUE,BOTTOM,TRISTANA,-2385,-1447
EUW1_7707994087,1,25,BLUE,TOP,GNAR,-336,950
EUW1_7707994087,8,25,RED,MIDDLE,AKALI,-2101,965
EUW1_7707994087,5,30,BLUE,SUPPORT,ZILEAN,758,3258
EUW1_7707959861,2,5,BLUE,JUNGLE,VIEGO,190,403
EUW1_7707959861,9,5,RED,BOTTOM,KAISA,51,18
EUW1_7707959861,6,10,RED,TOP,CHOGATH,-428,-866
EUW1_7707959861,3,15,BLUE,MIDDLE,VEX,-60,765
EUW1_7707959861,10,15,RED,SUPPORT,KARMA,52,47
EUW1_7707959861,7,20,RED,JUNGLE,EKKO,521,-1000
EUW1_7707959861,4,25,BLUE,BOTTOM,JINX,988,1157
EUW1_7707959861,1,30,BLUE,TOP,SETT,1194,1594
EUW1_7707959861,8,30,RED,MIDDLE,YONE,96,-432
EUW1_7707920916,5,5,BLUE,SUPPORT,BRAUM,-135,-275
EUW1_7707920916,2,10,BLUE,JUNGLE,KHAZIX,-281,13
EUW1_7707920916,9,10,RED,BOTTOM,DRAVEN,2,-304
EUW1_7707920916,6,15,RED,TOP,KENNEN,879,1369
EUW1_7707920916,3,20,BLUE,MIDDLE,YASUO,4355,4099
EUW1_7707920916,10,20,RED,SUPPORT,LUX,824,-318
EUW1_7707920916,7,25,RED,JUNGLE,DIANA,2605,4118
EUW1_7707920916,4,30,BLUE,BOTTOM,CAITLYN,-5732,-4134
EUW1_7708064056,2,5,BLUE,JUNGLE,TALON,353,-302
EUW1_7708064056,9,5,RED,BOTTOM,APHELIOS,191,155
EUW1_7708064056,6,10,RED,TOP,GAREN,1683,1448
EUW1_7708064056,3,15,BLUE,MIDDLE,LISSANDRA,530,88
EUW1_7708064056,10,15,RED,SUPPORT,ELISE,1404,-356
EUW1_7708064056,7,20,RED,JUNGLE,DIANA,1490,2988
EUW1_7708064056,4,25,BLUE,BOTTOM,SIVIR,-681,-75
EUW1_7708048416,1,5,BLUE,TOP,AATROX,94,186
EUW1_7708048416,8,5,RED,MIDDLE,GWEN,910,-90
EUW1_7708048416,5,10,BLUE,SUPPORT,JANNA,1020,886
EUW1_7708048416,2,15,BLUE,JUNGLE,KARTHUS,1603,549
EUW1_7708048416,9,15,RED,BOTTOM,VARUS,341,-781
EUW1_7708048416,6,20,RED,TOP,OLAF,-2981,-1894
EUW1_7708048416,3,25,BLUE,MIDDLE,GAREN,-1889,1738
EUW1_7708048416,10,25,RED,SUPPORT,YUUMI,-3161,-2232
EUW1_7708048416,7,30,RED,JUNGLE,JAYCE,-2605,-3289
EUW1_7708040879,4,5,BLUE,BOTTOM,JINX,407,113
EUW1_7708040879,1,10,BLUE,TOP,VLADIMIR,1758,1790
EUW1_7708040879,8,10,RED,MIDDLE,IRELIA,1024,648
EUW1_7708040879,5,15,BLUE,SUPPORT,KARMA,1834,1641
EUW1_7708040879,2,20,BLUE,JUNGLE,RENGAR,670,658
EUW1_7708040879,9,20,RED,BOTTOM,JHIN,-2321,-60
EUW1_7708040879,6,25,RED,TOP,OLAF,-4803,-2987
EUW1_7708160231,3,5,BLUE,MIDDLE,YONE,-194,-102
EUW1_7708160231,10,5,RED,SUPPORT,ALISTAR,-2,272
EUW1_7708160231,7,10,RED,JUNGLE,AMBESSA,-591,-99
EUW1_7708160231,4,15,BLUE,BOTTOM,KOGMAW,149,793
EUW1_7708160231,1,20,BLUE,TOP,GWEN,-439,-657
EUW1_7708160231,8,20,RED,MIDDLE,RYZE,651,638
EUW1_7708160231,5,25,BLUE,SUPPORT,BRAUM,1236,3347
EUW1_7708141242,2,5,BLUE,JUNGLE,LILLIA,-355,-208
EUW1_7708141242,9,5,RED,BOTTOM,APHELIOS,297,-389
EUW1_7708141242,6,10,RED,TOP,JAX,-1063,-742
EUW1_7708141242,3,15,BLUE,MIDDLE,ORIANNA,1427,938
EUW1_7708141242,10,15,RED,SUPPORT,KARMA,-1258,180
EUW1_7708116066,7,5,RED,JUNGLE,FIDDLESTICKS,-474,-306
EUW1_7708116066,4,10,BLUE,BOTTOM,TRISTANA,1414,-91
EUW1_7708116066,1,15,BLUE,TOP,VAYNE,-1913,-1677
EUW1_7708116066,8,15,RED,MIDDLE,YONE,330,-107
EUW1_7708116066,5,20,BLUE,SUPPORT,NAMI,-607,995
EUW1_7708116066,2,25,BLUE,JUNGLE,KHAZIX,1900,2762
EUW1_7708116066,9,25,RED,BOTTOM,CAITLYN,-4515,-1968
EUW1_7708094817,6,5,RED,TOP,VAYNE,485,111
EUW1_7708094817,3,10,BLUE,MIDDLE,EKKO,-1428,-1269
EUW1_7708094817,10,10,RED,SUPPORT,BRAUM,15,-386
EUW1_7708094817,7,15,RED,JUNGLE,VIEGO,-996,40
EUW1_7708094817,4,20,BLUE,BOTTOM,SIVIR,79,536
EUW1_7708094817,1,25,BLUE,TOP,ZAAHEN,-269,-473
EUW1_7708094817,8,25,RED,MIDDLE,ORIANNA,4645,3971
EUW1_7708094817,5,30,BLUE,SUPPORT,ALISTAR,-435,-1451
EUW1_7708064793,2,5,BLUE,JUNGLE,VIEGO,744,59
EUW1_7708064793,9,5,RED,BOTTOM,ZERI,18,401
EUW1_7708064793,6,10,RED,TOP,GRAGAS,603,357
EUW1_7708064793,3,15,BLUE,MIDDLE,SION,-1032,-87
EUW1_7708064793,10,15,RED,SUPPORT,PYKE,-384,-240
EUW1_7708064793,7,20,RED,JUNGLE,FIDDLESTICKS,-3023,-3321
EUW1_7708064793,4,25,BLUE,BOTTOM,LUCIAN,-8179,-4144
EUW1_7708047299,1,5,BLUE,TOP,YORICK,16,-300
EUW1_7708047299,8,5,RED,MIDDLE,VELKOZ,-99,124
EUW1_7708047299,5,10,BLUE,SUPPORT,RELL,15,12
EUW1_7708047299,2,15,BLUE,JUNGLE,KHAZIX,1633,1804
EUW1_7708047299,9,15,RED,BOTTOM,APHELIOS,36,-482
EUW1_7708047299,6,20,RED,TOP,GWEN,-2031,-1004
EUW1_7708047299,3,25,BLUE,MIDDLE,TWISTEDFATE,3934,3741
EUW1_7708047299,10,25,RED,SUPPORT,RAKAN,-672,-1927
EUW1_7708033466,7,5,RED,JUNGLE,DRMUNDO,114,215
EUW1_7708033466,4,10,BLUE,BOTTOM,JINX,-501,-428
EUW1_7708033466,1,15,BLUE,TOP,AATROX,-2224,-1542
EUW1_7708033466,8,15,RED,MIDDLE,VIKTOR,131,262
EUW1_7708033466,5,20,BLUE,SUPPORT,JANNA,224,339
EUW1_7708033466,2,25,BLUE,JUNGLE,RENGAR,-512,-927
EUW1_7708033466,9,25,RED,BOTTOM,JHIN,89,877
EUW1_7708033466,6,30,RED,TOP,RYZE,5173,5424
EUW1_7708033466,3,35,BLUE,MIDDLE,BRAND,1030,-8
EUW1_7708033466,10,35,RED,SUPPORT,SENNA,-385,-1767
EUW1_7708114001,7,5,RED,JUNGLE,EKKO,295,24
EUW1_7708114001,4,10,BLUE,BOTTOM,SMOLDER,-898,-471
EUW1_7708114001,1,15,BLUE,TOP,DARIUS,391,466
EUW1_7708114001,8,15,RED,MIDDLE,AMBESSA,358,543
EUW1_7708114001,5,20,BLUE,SUPPORT,SONA,239,-788
EUW1_7708151140,2,5,BLUE,JUNGLE,VIEGO,-154,233
EUW1_7708151140,9,5,RED,BOTTOM,MISSFORTUNE,351,121
EUW1_7708151140,6,10,RED,TOP,AKALI,512,541
EUW1_7708151140,3,15,BLUE,MIDDLE,TWISTEDFATE,1003,-1590
EUW1_7708151140,10,15,RED,SUPPORT,RAKAN,59,-473
EUW1_7708151140,7,20,RED,JUNGLE,TALON,4067,1623
EUW1_7708151140,4,25,BLUE,BOTTOM,APHELIOS,102,4023
EUW1_7708151140,1,30,BLUE,TOP,GALIO,-4504,-1571
EUW1_7708151140,8,30,RED,MIDDLE,YONE,-2179,767
EUW1_7708151140,5,35,BLUE,SUPPORT,NAUTILUS,915,2173
EUW1_7708085750,2,5,BLUE,JUNGLE,TRUNDLE,-486,-456
EUW1_7708085750,9,5,RED,BOTTOM,JINX,341,325
EUW1_7708085750,6,10,RED,TOP,AKALI,-284,-23
EUW1_7708085750,3,15,BLUE,MIDDLE,AURELIONSOL,-2276,-540
EUW1_7708085750,10,15,RED,SUPPORT,LEONA,1036,-218
EUW1_7708085750,7,20,RED,JUNGLE,AMUMU,1273,1195
EUW1_7708085750,4,25,BLUE,BOTTOM,ZERI,3242,678
EUW1_7708085750,1,30,BLUE,TOP,GANGPLANK,3529,3039
EUW1_7708085750,8,30,RED,MIDDLE,LEBLANC,3553,1488
EUW1_7708066076,5,5,BLUE,SUPPORT,SENNA,392,7
EUW1_7708066076,2,10,BLUE,JUNGLE,JARVANIV,1142,-7
EUW1_7708066076,9,10,RED,BOTTOM,LUX,796,622
EUW1_7708066076,6,15,RED,TOP,YASUO,-1600,-2317
EUW1_7708066076,3,20,BLUE,MIDDLE,XERATH,995,807
EUW1_7708066076,10,20,RED,SUPPORT,SONA,-2073,827
EUW1_7708066076,7,25,RED,JUNGLE,DRMUNDO,-1865,-159
EUW1_7708066076,4,30,BLUE,BOTTOM,ASHE,-4323,-3279
EUW1_7708164590,1,5,BLUE,TOP,SINGED,-83,704
EUW1_7708164590,8,5,RED,MIDDLE,KALISTA,-492,-764
EUW1_7708164590,5,10,BLUE,SUPPORT,JANNA,319,293
EUW1_7708164590,2,15,BLUE,JUNGLE,KHAZIX,1462,547
EUW1_7708164590,9,15,RED,BOTTOM,CORKI,474,79
EUW1_7708164590,6,20,RED,TOP,MASTERYI,273,-723
EUW1_7708164590,3,25,BLUE,MIDDLE,TRYNDAMERE,-3693,-3374
EUW1_7708164590,10,25,RED,SUPPORT,BRAUM,-666,-1198
EUW1_7708170405,2,5,BLUE,JUNGLE,IVERN,425,76
EUW1_7708170405,9,5,RED,BOTTOM,DRAVEN,438,84
EUW1_7708170405,6,10,RED,TOP,GWEN,1296,1113
EUW1_7708170405,3,15,BLUE,MIDDLE,RYZE,-3040,-1742
EUW1_7708170405,10,15,RED,SUPPORT,LEONA,391,-136
EUW1_7708170405,7,20,RED,JUNGLE,NAAFIRI,1836,5800
EUW1_7708143258,4,5,BLUE,BOTTOM,CAITLYN,-446,-125
EUW1_7708143258,1,10,BLUE,TOP,JAX,-1490,-559
EUW1_7708143258,8,10,RED,MIDDLE,AKALI,-354,-803
EUW1_7708143258,5,15,BLUE,SUPPORT,PYKE,811,215
EUW1_7708143258,2,20,BLUE,JUNGLE,AMBESSA,-1800,-3436
EUW1_7708143258,9,20,RED,BOTTOM,DRAVEN,-290,-366
EUW1_7708143258,6,25,RED,TOP,WARWICK,4616,3210
EUW1_7708143258,3,30,BLUE,MIDDLE,LEBLANC,843,-365
EUW1_7708143258,10,30,RED,SUPPORT,NAUTILUS,-2760,-846
EUW1_7708119918,7,5,RED,JUNGLE,JAYCE,91,54
EUW1_7708119918,4,10,BLUE,BOTTOM,YUNARA,-284,-75
EUW1_7708119918,1,15,BLUE,TOP,SION,380,362
EUW1_7708119918,8,15,RED,MIDDLE,AKALI,-754,-917
EUW1_7708119918,5,20,BLUE,SUPPORT,ALISTAR,-525,-671
EUW1_7708119918,2,25,BLUE,JUNGLE,TALIYAH,490,966
EUW1_7708119918,9,25,RED,BOTTOM,SAMIRA,-1419,-2010
EUW1_7708102918,6,5,RED,TOP,JAX,-6,-89
EUW1_7708102918,3,10,BLUE,MIDDLE,VIKTOR,-92,213
EUW1_7708102918,10,10,RED,SUPPORT,ALISTAR,-601,-329
EUW1_7708102918,7,15,RED,JUNGLE,RENGAR,217,122
EUW1_7708102918,4,20,BLUE,BOTTOM,DRAVEN,1708,775
EUW1_7708102918,1,25,BLUE,TOP,RIVEN,-2847,-1031
EUW1_7708102918,8,25,RED,MIDDLE,IVERN,-1616,204
EUW1_7708080094,5,5,BLUE,SUPPORT,NAUTILUS,-595,57
EUW1_7708080094,2,10,BLUE,JUNGLE,JARVANIV,-699,-942
EUW1_7708080094,9,10,RED,BOTTOM,TWITCH,-470,-815
EUW1_7708080094,6,15,RED,TOP,VLADIMIR,-177,123
EUW1_7708080094,3,20,BLUE,MIDDLE,ORIANNA,-1179,-1460
EUW1_7708080094,10,20,RED,SUPPORT,ELISE,1276,-508
EUW1_7708080094,7,25,RED,JUNGLE,TALON,-259,-358
EUW1_7708080094,4,30,BLUE,BOTTOM,CORKI,6145,4734
EUW1_7708069479,1,5,BLUE,TOP,ORNN,63,248
EUW1_7708069479,8,5,RED,MIDDLE,ORIANNA,48,131
EUW1_7708069479,5,10,BLUE,SUPPORT,NAUTILUS,-37,-1012
EUW1_7708069479,2,15,BLUE,JUNGLE,NOCTURNE,-1773,891
EUW1_7708069479,9,15,RED,BOTTOM,NILAH,-2168,304
EUW1_7708069479,6,20,RED,TOP,SHEN,888,245
EUW1_7708069479,3,25,BLUE,MIDDLE,BRAND,-964,47
EUW1_7708069479,10,25,RED,SUPPORT,SENNA,1273,273
EUW1_7708069479,7,30,RED,JUNGLE,NIDALEE,137,-1971
EUW1_7708069479,4,35,BLUE,BOTTOM,DRAVEN,8739,4130
EUW1_7708056843,1,5,BLUE,TOP,AATROX,165,301
EUW1_7708056843,8,5,RED,MIDDLE,TRISTANA,403,-20
EUW1_7708056843,5,10,BLUE,SUPPORT,LUX,-301,-395
EUW1_7708056843,2,15,BLUE,JUNGLE,VIEGO,-2544,-2178
EUW1_7708056843,9,15,RED,BOTTOM,DRAVEN,5163,2076
EUW1_7708056843,6,20,RED,TOP,VOLIBEAR,1354,630
EUW1_7708191568,3,5,BLUE,MIDDLE,FIZZ,294,143
EUW1_7708191568,10,5,RED,SUPPORT,BRAUM,98,446
EUW1_7708191568,7,10,RED,JUNGLE,ELISE,421,-13
EUW1_7708191568,4,15,BLUE,BOTTOM,TRISTANA,-3375,-835
EUW1_7708191568,1,20,BLUE,TOP,RENEKTON,-901,-1095
EUW1_7708191568,8,20,RED,MIDDLE,JAYCE,-174,-540
EUW1_7708152231,5,5,BLUE,SUPPORT,SHACO,-86,88
EUW1_7708152231,2,10,BLUE,JUNGLE,GWEN,518,809
EUW1_7708152231,9,10,RED,BOTTOM,VARUS,-13,-280
EUW1_7708152231,6,15,RED,TOP,ZAAHEN,132,-272
EUW1_7708152231,3,20,BLUE,MIDDLE,YASUO,-209,-528
EUW1_7708152231,10,20,RED,SUPPORT,NAMI,990,1496
EUW1_7708152231,7,25,RED,JUNGLE,RENGAR,-23,-746
EUW1_7708152231,4,30,BLUE,BOTTOM,AURELIONSOL,-4284,-1759
EUW1_7708152231,1,35,BLUE,TOP,AATROX,1014,261
EUW1_7708152231,8,35,RED,MIDDLE,TWISTEDFATE,695,-1997
EUW1_7708101899,5,5,BLUE,SUPPORT,LEESIN,-501,-419
EUW1_7708101899,2,10,BLUE,JUNGLE,GWEN,-98,653
EUW1_7708101899,9,10,RED,BOTTOM,DRAVEN,2295,211
EUW1_7708101899,6,15,RED,TOP,AKALI,-860,-1385
EUW1_7708101899,3,20,BLUE,MIDDLE,LUX,-1296,-881
EUW1_7708101899,10,20,RED,SUPPORT,ZOE,1544,-99
EUW1_7708101899,7,25,RED,JUNGLE,KHAZIX,2973,3954
EUW1_7708101899,4,30,BLUE,BOTTOM,ZERI,-3701,-2118
EUW1_7708101899,1,35,BLUE,TOP,JAX,258,-2001
EUW1_7708101899,8,35,RED,MIDDLE,EKKO,4760,4471
EUW1_7708079476,5,5,BLUE,SUPPORT,POPPY,899,241
EUW1_7708079476,2,10,BLUE,JUNGLE,VIEGO,520,167
EUW1_7708079476,9,10,RED,BOTTOM,SMOLDER,662,93
EUW1_7708079476,6,15,RED,TOP,VLADIMIR,587,-100
EUW1_7708079476,3,20,BLUE,MIDDLE,KASSADIN,337,733
EUW1_7708079476,10,20,RED,SUPPORT,BRAUM,22,2241
EUW1_7708079476,7,25,RED,JUNGLE,LEESIN,825,1526
EUW1_7708079476,4,30,BLUE,BOTTOM,YUNARA,-4459,113
EUW1_7708079476,1,35,BLUE,TOP,KSANTE,-1010,-51
EUW1_7708079476,8,35,RED,MIDDLE,NAAFIRI,-248,-1351
EUW1_7708062978,5,5,BLUE,SUPPORT,LEONA,-525,-413
EUW1_7708062978,2,10,BLUE,JUNGLE,TALON,-141,-585
EUW1_7708062978,9,10,RED,BOTTOM,ZERI,1259,278
EUW1_7708062978,6,15,RED,TOP,OLAF,-1802,-2457
EUW1_7708062978,3,20,BLUE,MIDDLE,QIYANA,484,1758
EUW1_7708062978,10,20,RED,SUPPORT,LEBLANC,-435,-330
EUW1_7708062978,7,25,RED,JUNGLE,EKKO,-2057,-1832
EUW1_7708054684,4,5,BLUE,BOTTOM,VARUS,273,-158
EUW1_7708054684,1,10,BLUE,TOP,DRMUNDO,-1704,-1734
EUW1_7708054684,8,10,RED,MIDDLE,KAYLE,-613,-206
EUW1_7708054684,5,15,BLUE,SUPPORT,LEONA,556,220
EUW1_7708054684,2,20,BLUE,JUNGLE,AATROX,1542,21
EUW1_7708054684,9,20,RED,BOTTOM,YUNARA,-6738,-3863
EUW1_7708054684,6,25,RED,TOP,FIORA,4085,4332
EUW1_7708066517,2,5,BLUE,JUNGLE,MASTERYI,-405,204
EUW1_7708066517,9,5,RED,BOTTOM,CAITLYN,724,354
EUW1_7708066517,6,10,RED,TOP,KSANTE,1121,1170
EUW1_7708066517,3,15,BLUE,MIDDLE,CASSIOPEIA,-479,620
EUW1_7708066517,10,15,RED,SUPPORT,SONA,352,333
EUW1_7708066517,7,20,RED,JUNGLE,SEJUANI,14,2059
EUW1_7708066517,4,25,BLUE,BOTTOM,VARUS,865,589
EUW1_7708066517,1,30,BLUE,TOP,SION,544,-1362
EUW1_7708066517,8,30,RED,MIDDLE,XERATH,208,-4518
EUW1_7708066517,5,35,BLUE,SUPPORT,SORAKA,-1088,-1249
EUW1_7708066517,2,40,BLUE,JUNGLE,MASTERYI,-803,-6104
EUW1_7708066517,9,40,RED,BOTTOM,CAITLYN,2032,1187
EUW1_7708035223,6,5,RED,TOP,RENEKTON,409,284
EUW1_7708035223,3,10,BLUE,MIDDLE,YASUO,-1333,-1671
EUW1_7708035223,10,10,RED,SUPPORT,HEIMERDINGER,925,594
EUW1_7708035223,7,15,RED,JUNGLE,TALIYAH,3263,2307
EUW1_7708020697,4,5,BLUE,BOTTOM,VEIGAR,-66,6
EUW1_7708020697,1,10,BLUE,TOP,NASUS,-2314,-1307
EUW1_7708020697,8,10,RED,MIDDLE,ZED,-528,-496
EUW1_7708020697,5,15,BLUE,SUPPORT,KARMA,-239,-131
EUW1_7708020697,2,20,BLUE,JUNGLE,KHAZIX,-104,-546
EUW1_7708020697,9,20,RED,BOTTOM,JHIN,2106,1135
EUW1_7708020697,6,25,RED,TOP,RYZE,1924,3182
EUW1_7708020697,3,30,BLUE,MIDDLE,ORIANNA,-738,-1183
EUW1_7708020697,10,30,RED,SUPPORT,MAOKAI,602,742
EUW1_7708008529,7,5,RED,JUNGLE,TALIYAH,-523,-108
EUW1_7708008529,4,10,BLUE,BOTTOM,EZREAL,1028,1112
EUW1_7708008529,1,15,BLUE,TOP,DRMUNDO,-1236,148
EUW1_7708008529,8,15,RED,MIDDLE,LISSANDRA,1411,951
EUW1_7708008529,5,20,BLUE,SUPPORT,LUX,2799,1222
EUW1_7708008529,2,25,BLUE,JUNGLE,TALON,79,1373
EUW1_7708008529,9,25,RED,BOTTOM,SIVIR,-2828,-2621
EUW1_7708008529,6,30,RED,TOP,RIVEN,4274,2640
EUW1_7708001546,3,5,BLUE,MIDDLE,GRAGAS,-298,-317
EUW1_7708001546,10,5,RED,SUPPORT,HEIMERDINGER,-421,-978
EUW1_7708001546,7,10,RED,JUNGLE,BELVETH,-541,-377
EUW1_7708001546,4,15,BLUE,BOTTOM,KARTHUS,2815,1297
EUW1_7707905020,1,5,BLUE,TOP,AKALI,73,-3
EUW1_7707905020,8,5,RED,MIDDLE,NASUS,-227,253
EUW1_7707905020,5,10,BLUE,SUPPORT,BARD,52,287
EUW1_7707905020,2,15,BLUE,JUNGLE,SEJUANI,-215,-548
EUW1_7707905020,9,15,RED,BOTTOM,JHIN,-371,-1043
EUW1_7707905020,6,20,RED,TOP,VLADIMIR,-1426,-1560
EUW1_7707905020,3,25,BLUE,MIDDLE,TALON,4153,2551
EUW1_7707905020,10,25,RED,SUPPORT,ALISTAR,-1157,-735
EUW1_7707905020,7,30,RED,JUNGLE,ZED,2151,-2064
EUW1_7708138644,5,5,BLUE,SUPPORT,PYKE,-188,-150
EUW1_7708138644,2,10,BLUE,JUNGLE,BRAND,653,725
EUW1_7708138644,9,10,RED,BOTTOM,MISSFORTUNE,1496,361
EUW1_7708138644,6,15,RED,TOP,GANGPLANK,-970,-1104
EUW1_7708138644,3,20,BLUE,MIDDLE,VEIGAR,633,-1233
EUW1_7708138644,10,20,RED,SUPPORT,RAKAN,-915,507
EUW1_7708138644,7,25,RED,JUNGLE,ZAC,-304,2331
EUW1_7708138644,4,30,BLUE,BOTTOM,KAISA,-6104,-2510
EUW1_7708138644,1,35,BLUE,TOP,DARIUS,-2460,741
EUW1_7708138644,8,35,RED,MIDDLE,GALIO,-1818,2917
EUW1_7708138644,5,40,BLUE,SUPPORT,PYKE,1008,-463
EUW1_7708108692,2,5,BLUE,JUNGLE,MALPHITE,151,273
EUW1_7708108692,9,5,RED,BOTTOM,SIVIR,-328,0
EUW1_7708108692,6,10,RED,TOP,LEESIN,1304,1531
EUW1_7708108692,3,15,BLUE,MIDDLE,YASUO,-598,-1038
EUW1_7708108692,10,15,RED,SUPPORT,NAUTILUS,613,442
EUW1_7708108692,7,20,RED,JUNGLE,VOLIBEAR,2550,843
EUW1_7708108692,4,25,BLUE,BOTTOM,EZREAL,-233,746
EUW1_7708108692,1,30,BLUE,TOP,ZILEAN,-601,1914
EUW1_7708108692,8,30,RED,MIDDLE,VEIGAR,-1257,-562
EUW1_7708092896,5,5,BLUE,SUPPORT,BRAUM,34,161
EUW1_7708092896,2,10,BLUE,JUNGLE,ZED,379,492
EUW1_7708092896,9,10,RED,BOTTOM,TRISTANA,-1634,-1613
EUW1_7708092896,6,15,RED,TOP,GRAGAS,808,2259
EUW1_7708092896,3,20,BLUE,MIDDLE,TALIYAH,254,2299
EUW1_7708092896,10,20,RED,SUPPORT,ELISE,-1107,-725
EUW1_7708204112,7,5,RED,JUNGLE,LEESIN,296,477
EUW1_7708185471,10,10,RED,SUPPORT,BRAUM,-127,-396
EUW1_7708185471,7,15,RED,JUNGLE,BRIAR,270,-925
EUW1_7708185471,4,20,BLUE,BOTTOM,JINX,328,-875
EUW1_7708244672,2,5,BLUE,JUNGLE,AMBESSA,-475,-240
EUW1_7708244672,9,5,RED,BOTTOM,MISSFORTUNE,-81,-294
EUW1_7708244672,6,10,RED,TOP,RENEKTON,1096,655
EUW1_7708244672,3,15,BLUE,MIDDLE,KATARINA,-1013,-1714
EUW1_7708244672,10,15,RED,SUPPORT,NAMI,-2345,-426
EUW1_7708244672,7,20,RED,JUNGLE,JAYCE,2482,1721
EUW1_7708244672,4,25,BLUE,BOTTOM,VARUS,1995,3095
EUW1_7708244672,1,30,BLUE,TOP,RIVEN,-2683,-2672
EUW1_7708244672,8,30,RED,MIDDLE,AURORA,592,1546
EUW1_7707996216,5,5,BLUE,SUPPORT,VELKOZ,99,-50
EUW1_7707996216,2,10,BLUE,JUNGLE,JARVANIV,-1388,-1055
EUW1_7707996216,9,10,RED,BOTTOM,ZERI,-793,-411
EUW1_7707996216,6,15,RED,TOP,CASSIOPEIA,1100,1169
EUW1_7707996216,3,20,BLUE,MIDDLE,AZIR,-3484,-3366
EUW1_7707996216,10,20,RED,SUPPORT,YUUMI,-891,71
EUW1_7707996216,7,25,RED,JUNGLE,ZED,3030,1412
EUW1_7707996216,4,30,BLUE,BOTTOM,APHELIOS,6651,1973
EUW1_7707996216,1,35,BLUE,TOP,FIORA,-4158,-1546
EUW1_7707996216,8,35,RED,MIDDLE,IRELIA,4256,5086
EUW1_7707996216,5,40,BLUE,SUPPORT,VELKOZ,1112,-526
EUW1_7707990030,2,5,BLUE,JUNGLE,GWEN,-26,5
EUW1_7707990030,9,5,RED,BOTTOM,YUNARA,-180,-84
EUW1_7707990030,6,10,RED,TOP,FIORA,2395,3073
EUW1_7707990030,3,15,BLUE,MIDDLE,AHRI,499,1555
EUW1_7707990030,10,15,RED,SUPPORT,LULU,959,880
EUW1_7707990030,7,20,RED,JUNGLE,KHAZIX,-3269,-2710
EUW1_7707976143,4,5,BLUE,BOTTOM,TWITCH,177,-99
EUW1_7707976143,1,10,BLUE,TOP,RENEKTON,1042,1188
EUW1_7707976143,8,10,RED,MIDDLE,TRISTANA,855,53
EUW1_7707976143,5,15,BLUE,SUPPORT,NAMI,-164,-510
EUW1_7707976143,2,20,BLUE,JUNGLE,UDYR,1161,485
EUW1_7707976143,9,20,RED,BOTTOM,MISSFORTUNE,2604,2403
EUW1_7707976143,6,25,RED,TOP,VOLIBEAR,-3019,-2503
EUW1_7707976143,3,30,BLUE,MIDDLE,YASUO,-5202,-1444
EUW1_7707976143,10,30,RED,SUPPORT,RELL,296,2157
EUW1_7707960434,7,5,RED,JUNGLE,TALIYAH,-601,183
EUW1_7707960434,4,10,BLUE,BOTTOM,VARUS,-87,-403
EUW1_7707960434,1,15,BLUE,TOP,IRELIA,4255,4404
EUW1_7707960434,8,15,RED,MIDDLE,XINZHAO,326,797
EUW1_7707960434,5,20,BLUE,SUPPORT,NAUTILUS,-733,262
EUW1_7707960434,2,25,BLUE,JUNGLE,BRIAR,-1676,-3673
EUW1_7707960434,9,25,RED,BOTTOM,YUNARA,5463,4406
EUW1_7707949639,6,5,RED,TOP,AHRI,133,230
EUW1_7707949639,3,10,BLUE,MIDDLE,TWISTEDFATE,-937,20
EUW1_7707949639,10,10,RED,SUPPORT,NAUTILUS,-644,-71
EUW1_7707949639,7,15,RED,JUNGLE,GRAVES,1766,714
EUW1_7707949639,4,20,BLUE,BOTTOM,BRAND,598,-223
EUW1_7707949639,1,25,BLUE,TOP,YONE,-4479,-4575
EUW1_7707949639,8,25,RED,MIDDLE,ZED,1730,2117
EUW1_7707883751,5,5,BLUE,SUPPORT,MILIO,458,311
EUW1_7707883751,2,10,BLUE,JUNGLE,BELVETH,-1021,-80
EUW1_7707883751,9,10,RED,BOTTOM,EZREAL,-336,3
EUW1_7707883751,6,15,RED,TOP,VOLIBEAR,1109,3
EUW1_7707883751,3,20,BLUE,MIDDLE,SYNDRA,-901,-1023
EUW1_7707883751,10,20,RED,SUPPORT,RELL,-183,-680
EUW1_7707883751,7,25,RED,JUNGLE,VIEGO,2072,2116
EUW1_7707990187,3,5,BLUE,MIDDLE,SYLAS,224,590
