MATCH_ID,GAME_DURATION,GAME_DATE,WINNING_TEAM,AVERAGE_RANK,BLUE_KILLS,RED_KILLS,BLUE_TOWERS,RED_TOWERS,BLUE_DRAGONS,RED_DRAGONS,BLUE_VOID_GRUBS,RED_VOID_GRUBS,BLUE_HERALDS,RED_HERALDS,BLUE_BARONS,RED_BARONS,WINNING_GOLD_DIFF,UNLOGGED_DURATION
EUW1_7706744240,1505,2026-01-29 11:13:58.000,Blue,Master,36,24,0,9,1,2,3,0,1,0,0,1,9335,5
EUW1_7706744851,1742,2026-01-29 11:10:55.000,Blue,Diamond,30,13,1,10,2,2,3,0,1,0,1,0,13581,0
EUW1_7706746893,2414,2026-01-29 11:13:35.000,Blue,Master,37,34,3,9,5,1,3,0,0,1,1,1,4197,14
EUW1_7706747543,1438,2026-01-29 11:11:17.000,Red,Master,10,27,7,0,0,3,1,2,0,1,0,0,11574,238
EUW1_7706751093,1783,2026-01-29 11:22:38.000,Blue,Master,34,21,2,12,4,0,0,3,1,0,2,0,8218,0
EUW1_7706751840,2174,2026-01-29 11:20:04.000,Red,Master,30,29,3,5,1,4,3,0,1,0,0,1,4697,74
EUW1_7706752270,1355,2026-01-29 11:25:25.000,Blue,Grandmaster,22,8,1,4,2,1,3,0,1,0,0,0,9364,155
EUW1_7706753554,1788,2026-01-29 11:17:53.000,Red,Master,33,39,9,5,0,5,2,1,0,1,0,1,7454,0
EUW1_7706761530,2398,2026-01-29 11:27:24.000,Red,Master,40,36,11,7,1,4,0,3,0,1,3,0,3721,0
EUW1_7706762666,1928,2026-01-29 11:30:09.000,Red,Master,21,28,7,5,3,2,0,3,0,1,0,1,1728,128
EUW1_7706763009,1569,2026-01-29 11:34:40.000,Blue,Master,33,21,2,4,3,0,0,3,0,0,1,0,5305,69
EUW1_7706764750,1825,2026-01-29 11:34:21.000,Red,Diamond,27,37,8,2,0,5,0,3,0,1,0,2,6473,25
EUW1_7706765461,1395,2026-01-29 11:32:36.000,Red,Challenger,12,33,4,1,0,3,3,0,0,1,0,0,6933,195
EUW1_7706765795,1680,2026-01-29 11:37:15.000,Red,Diamond,9,20,5,2,1,2,0,3,0,1,0,1,6867,180
EUW1_7706769719,2186,2026-01-29 11:41:17.000,Blue,Diamond,39,39,8,6,1,4,0,3,0,1,1,1,6418,86
EUW1_7706771500,1685,2026-01-29 11:39:53.000,Blue,Diamond,28,25,1,5,3,1,3,0,0,0,0,0,3636,185
EUW1_7706773001,2670,2026-01-29 11:46:17.000,Red,Diamond,29,30,14,3,1,4,3,0,1,0,0,2,-1467,0
EUW1_7706773195,1109,2026-01-29 11:49:01.000,Blue,Master,11,8,3,0,1,1,0,3,0,0,0,0,-1215,209
EUW1_7706774159,1628,2026-01-29 11:48:59.000,Blue,Master,35,22,3,4,1,3,3,0,1,0,0,0,1983,128
EUW1_7706778019,1753,2026-01-29 11:52:09.000,Blue,Master,33,17,4,9,2,2,0,3,1,0,1,0,10190,0
EUW1_7706779751,1693,2026-01-29 11:53:17.000,Red,Master,32,34,4,4,2,1,3,0,1,0,0,1,3104,193
EUW1_7706780975,1118,2026-01-29 11:56:35.000,Red,Emerald,7,16,2,0,0,2,3,0,0,0,0,0,4752,218
EUW1_7706782184,921,2026-01-29 12:00:08.000,Red,Diamond,9,17,3,0,0,2,0,3,0,0,0,0,3607,21
EUW1_7706783208,1695,2026-01-29 12:01:40.000,Red,Master,22,29,5,4,1,2,3,0,1,0,0,1,8393,195
EUW1_7706785380,2482,2026-01-29 12:07:57.000,Blue,Challenger,48,26,1,9,3,2,2,1,1,0,3,0,6915,82
EUW1_7706785393,1671,2026-01-29 12:07:14.000,Red,Diamond,23,34,7,2,0,3,0,3,0,1,0,1,8466,171
EUW1_7706787895,1500,2026-01-29 12:02:44.000,Red,Emerald,18,29,8,4,2,1,2,1,0,1,0,1,6230,0
EUW1_7706788277,1761,2026-01-29 12:07:17.000,Blue,Diamond,44,28,2,11,2,2,2,1,1,0,1,0,12843,0
EUW1_7706791752,1413,2026-01-29 12:06:57.000,Blue,Master,25,24,2,2,1,1,3,0,1,0,0,0,-1002,213
EUW1_7706792826,1698,2026-01-29 12:09:37.000,Blue,Diamond,18,35,7,1,0,4,3,0,0,1,1,0,-4761,198
EUW1_7706794916,2148,2026-01-29 12:13:17.000,Blue,Master,50,37,4,8,3,3,3,0,1,0,2,0,8683,48
EUW1_7706795689,1510,2026-01-29 12:11:09.000,Blue,Master,33,13,2,10,4,0,2,1,1,0,1,0,12029,10
EUW1_7706799355,1872,2026-01-29 12:23:20.000,Blue,Grandmaster,28,21,4,8,3,2,0,3,0,1,1,0,4922,72
EUW1_7706799546,1971,2026-01-29 12:13:59.000,Blue,Master,30,38,4,5,3,1,0,3,1,0,0,1,-802,171
EUW1_7706802021,941,2026-01-29 12:22:06.000,Blue,Diamond,22,4,0,3,1,0,2,1,0,0,0,0,11096,41
EUW1_7706802249,2110,2026-01-29 12:23:52.000,Blue,Diamond,50,29,3,10,4,0,2,1,1,0,2,0,11276,10
EUW1_7706803454,1207,2026-01-29 12:28:07.000,Red,Challenger,20,37,6,1,0,2,0,3,1,0,0,0,9389,7
EUW1_7706803744,1780,2026-01-29 12:20:03.000,Blue,Master,28,22,2,11,3,2,3,0,1,0,2,0,10207,0
EUW1_7706804449,2339,2026-01-29 12:28:22.000,Blue,Diamond,31,28,3,7,4,1,3,0,1,0,1,1,842,239
EUW1_7706804625,2567,2026-01-29 12:20:37.000,Red,Master,29,29,8,9,2,4,2,1,0,0,3,0,-219,167
EUW1_7706807982,1343,2026-01-29 12:26:58.000,Red,Diamond,9,20,4,1,0,2,1,2,0,1,0,0,7525,143
EUW1_7706808185,1845,2026-01-29 12:29:17.000,Blue,Master,44,29,1,8,3,1,0,3,1,0,1,0,6050,45
EUW1_7706809127,1371,2026-01-29 12:29:28.000,Blue,Emerald,35,18,1,7,3,0,3,0,1,0,0,0,7920,171
EUW1_7706811869,1179,2026-01-29 12:30:02.000,Red,Master,10,19,3,1,1,2,3,0,0,1,0,0,7022,0
EUW1_7706812929,1617,2026-01-29 12:32:00.000,Red,Master,14,22,6,3,0,3,3,0,1,0,0,1,5840,117
EUW1_7706812932,1371,2026-01-29 12:31:46.000,Red,Diamond,17,32,6,3,1,1,2,0,0,1,0,0,8104,171
EUW1_7706813382,1402,2026-01-29 12:37:26.000,Blue,Master,23,11,1,5,3,0,1,2,1,0,0,0,8686,202
EUW1_7706815794,1495,2026-01-29 12:33:22.000,Blue,Master,36,15,0,9,3,0,3,0,0,0,1,0,12814,0
EUW1_7706816168,1634,2026-01-29 12:38:22.000,Red,Master,19,30,7,2,0,4,0,3,1,0,0,1,9642,134
EUW1_7706819963,1445,2026-01-29 12:39:20.000,Red,Diamond,14,34,10,1,0,3,3,0,0,1,0,1,16947,0
EUW1_7706820851,1871,2026-01-29 12:40:10.000,Blue,Challenger,22,26,5,5,2,3,3,0,0,1,0,1,192,71
EUW1_7706821209,1797,2026-01-29 12:44:52.000,Blue,Master,41,25,2,11,4,0,1,2,1,0,2,0,8983,0
EUW1_7706821546,2143,2026-01-29 12:37:30.000,Blue,Diamond,25,25,5,7,1,4,3,0,0,1,1,1,1064,43
EUW1_7706823940,1485,2026-01-29 12:44:37.000,Blue,Master,23,11,4,7,3,0,3,0,1,0,1,0,4968,0
EUW1_7706824199,2085,2026-01-29 12:47:46.000,Blue,Master,28,24,4,10,3,2,3,0,0,1,2,0,9070,0
EUW1_7706825661,1464,2026-01-29 12:43:59.000,Blue,Master,26,14,3,9,3,0,3,0,0,1,1,0,11283,0
EUW1_7706825799,1110,2026-01-29 12:45:54.000,Blue,Grandmaster,12,6,0,2,2,0,3,0,0,0,0,0,4146,210
EUW1_7706830193,2073,2026-01-29 12:53:23.000,Blue,Diamond,42,28,4,9,4,1,2,1,1,0,2,0,11829,0
EUW1_7706832032,1836,2026-01-29 12:54:37.000,Blue,Master,32,25,5,5,3,1,3,0,0,1,0,1,4054,36
EUW1_7706834361,1942,2026-01-29 13:00:11.000,Blue,Master,32,32,6,4,1,3,2,1,0,1,1,0,907,142
EUW1_7706835115,2155,2026-01-29 12:58:38.000,Blue,Master,39,33,4,4,3,2,3,0,1,0,1,1,-4117,55
EUW1_7706835123,1394,2026-01-29 12:58:23.000,Blue,Grandmaster,17,13,1,5,2,0,3,0,1,0,0,0,4413,194
EUW1_7706835225,1229,2026-01-29 12:58:58.000,Blue,Master,24,12,4,3,2,0,1,2,0,1,0,0,4169,29
EUW1_7706836986,784,2026-01-29 12:59:25.000,Red,Master,4,5,0,0,1,0,0,3,0,0,0,0,-47,184
EUW1_7706837395,2091,2026-01-29 13:04:27.000,Blue,Master,28,31,6,9,3,3,0,3,0,1,1,2,6139,0
EUW1_7706837614,2576,2026-01-29 12:56:03.000,Blue,Diamond,40,49,10,6,3,2,0,3,0,1,2,1,621,176
EUW1_7706838774,1131,2026-01-29 12:58:10.000,Red,Grandmaster,10,16,3,0,1,1,0,3,0,0,0,0,4738,231
EUW1_7706840472,1888,2026-01-29 12:58:16.000,Blue,Master,36,18,3,6,3,2,3,0,0,0,2,0,8593,88
EUW1_7706841106,1626,2026-01-29 13:05:22.000,Blue,Master,26,27,3,6,1,2,2,1,1,0,0,1,1020,126
EUW1_7706842405,2096,2026-01-29 13:09:18.000,Blue,Master,32,20,4,9,1,3,0,3,1,0,2,0,8463,0
EUW1_7706843193,1472,2026-01-29 13:08:14.000,Red,Gold,15,30,8,1,0,3,0,3,0,1,0,1,11025,0
EUW1_7706845861,1895,2026-01-29 13:06:26.000,Red,Unranked,36,37,6,6,1,4,3,0,0,0,0,1,4112,95
EUW1_7706847459,2013,2026-01-29 13:04:54.000,Blue,Master,28,38,5,4,3,2,2,1,1,0,1,0,3516,213
EUW1_7706851894,1979,2026-01-29 13:14:04.000,Red,Master,23,43,7,4,1,4,1,2,1,0,0,1,7366,179
EUW1_7706851985,1220,2026-01-29 13:15:06.000,Blue,Grandmaster,24,25,4,7,0,3,3,0,1,0,0,0,2057,20
EUW1_7706852238,1182,2026-01-29 13:17:52.000,Red,Grandmaster,11,28,7,2,0,2,0,3,0,1,0,0,9364,0
EUW1_7706853072,1966,2026-01-29 13:17:19.000,Blue,Master,31,36,5,6,2,2,3,0,1,0,1,0,1025,166
EUW1_7706853509,1453,2026-01-29 13:12:18.000,Blue,Master,40,12,1,9,2,2,3,0,1,0,1,0,18405,0
EUW1_7706855768,1349,2026-01-29 13:15:07.000,Red,Master,11,30,6,1,0,3,3,0,0,1,0,0,12083,149
EUW1_7706856444,1517,2026-01-29 13:22:41.000,Red,Master,25,38,8,1,0,4,0,3,0,1,0,1,11317,17
EUW1_7706859219,1590,2026-01-29 13:23:40.000,Red,Master,13,33,4,2,0,3,3,0,0,1,0,1,8015,90
EUW1_7706859410,1511,2026-01-29 13:26:00.000,Blue,Diamond,25,7,0,10,4,0,3,0,1,0,1,0,13905,11
EUW1_7706861846,1945,2026-01-29 13:22:34.000,Red,Master,22,40,7,4,1,3,3,0,1,0,0,1,6164,145
EUW1_7706861963,1655,2026-01-29 13:23:57.000,Red,Emerald,16,34,6,1,1,2,0,3,0,1,0,1,12823,155
EUW1_7706862036,1401,2026-01-29 13:24:31.000,Blue,Diamond,29,13,2,5,3,0,0,3,1,0,0,0,7072,201
EUW1_7706862433,1438,2026-01-29 13:28:40.000,Blue,Master,25,15,2,2,1,1,3,0,1,0,0,0,3821,238
EUW1_7706866598,1806,2026-01-29 13:23:34.000,Red,Diamond,36,44,10,3,0,4,3,0,1,0,0,0,7821,6
EUW1_7706868414,915,2026-01-29 13:34:37.000,Blue,Challenger,13,3,0,3,1,1,3,0,0,0,0,0,7514,15
EUW1_7706869094,1742,2026-01-29 13:33:06.000,Red,Master,22,27,9,4,2,2,3,0,1,0,0,1,7638,0
EUW1_7706870503,1983,2026-01-29 13:28:49.000,Blue,Master,25,19,9,5,2,3,3,0,1,0,1,0,609,183
EUW1_7706871091,1283,2026-01-29 13:35:35.000,Blue,Master,37,11,1,7,1,0,3,0,1,0,0,0,17408,83
EUW1_7706871345,2290,2026-01-29 13:37:21.000,Red,Diamond,33,31,6,5,1,4,3,0,0,1,1,1,2128,190
EUW1_7706871906,1533,2026-01-29 13:34:07.000,Blue,Master,20,16,2,5,3,1,3,0,0,1,0,0,2710,33
EUW1_7706875971,966,2026-01-29 13:37:36.000,Red,Diamond,7,20,2,0,0,1,2,1,0,0,0,0,6465,66
EUW1_7706876915,2160,2026-01-29 13:37:13.000,Red,Diamond,28,21,7,3,1,5,0,3,0,0,0,2,6819,60
EUW1_7706877475,529,2026-01-29 13:34:58.000,Red,Diamond,2,3,0,0,0,0,0,0,0,0,0,0,-43,229
EUW1_7706877988,1113,2026-01-29 13:40:02.000,Red,Master,9,22,3,1,0,2,3,0,0,0,0,0,8610,213
EUW1_7706879648,1624,2026-01-29 13:37:29.000,Red,Master,21,27,4,4,1,2,2,1,0,1,0,1,6026,124
EUW1_7706881875,1625,2026-01-29 13:42:09.000,Blue,Master,29,17,3,6,2,2,3,0,0,0,0,0,10231,125
EUW1_7706881940,1225,2026-01-29 13:42:03.000,Blue,Grandmaster,23,6,0,6,2,0,0,3,1,0,0,0,11045,25
EUW1_7706882482,1620,2026-01-29 13:39:11.000,Blue,Master,33,21,3,6,3,0,3,0,1,0,0,1,2394,120
EUW1_7706883771,1943,2026-01-29 13:42:21.000,Blue,Emerald,33,27,4,8,2,3,0,3,0,1,1,0,3313,143
EUW1_7706884716,1721,2026-01-29 13:41:48.000,Blue,Master,28,19,2,5,1,2,3,0,1,0,1,0,3027,221
EUW1_7706887429,1792,2026-01-29 13:52:12.000,Red,Master,35,41,8,3,1,3,3,0,0,1,0,1,1703,0
EUW1_7706891202,1875,2026-01-29 13:53:44.000,Red,Diamond,24,31,9,4,2,2,3,0,1,0,0,1,3688,75
EUW1_7706891381,1392,2026-01-29 13:55:35.000,Blue,Diamond,28,11,2,6,1,2,3,0,1,0,0,0,9925,192
EUW1_7706891595,1400,2026-01-29 13:49:07.000,Red,Master,15,28,5,0,0,2,0,3,0,1,0,0,9756,200
EUW1_7706891845,1394,2026-01-29 13:51:31.000,Red,Emerald,17,28,6,0,1,2,0,3,0,1,0,0,10360,194
EUW1_7706893139,1421,2026-01-29 13:55:06.000,Red,Master,9,24,6,1,0,2,0,3,0,1,0,0,8499,221
EUW1_7706899413,1266,2026-01-29 14:04:26.000,Blue,Master,24,8,2,4,1,1,3,0,1,0,0,0,5706,66
EUW1_7706900461,1685,2026-01-29 13:55:54.000,Blue,Master,19,12,2,3,2,1,3,0,0,1,0,0,2130,185
EUW1_7706902105,1762,2026-01-29 14:03:46.000,Red,Diamond,15,27,9,4,2,2,3,0,1,0,0,1,9240,0
EUW1_7706903005,2090,2026-01-29 14:03:53.000,Blue,Grandmaster,40,24,2,11,4,2,1,2,0,0,1,0,11856,0
EUW1_7706903235,2159,2026-01-29 14:05:36.000,Red,Master,33,37,11,3,1,4,3,0,0,0,1,1,258,59
EUW1_7706905993,1712,2026-01-29 14:06:46.000,Red,Master,19,24,4,3,1,3,3,0,0,1,0,1,5084,212
EUW1_7706907057,1540,2026-01-29 14:08:05.000,Blue,Master,28,15,3,7,4,0,3,0,0,0,1,0,8356,40
EUW1_7706907420,1455,2026-01-29 14:11:01.000,Blue,Master,35,20,2,5,3,1,1,2,0,0,1,0,10912,0
EUW1_7706909171,1876,2026-01-29 14:11:14.000,Blue,Master,48,38,4,7,2,2,3,0,1,0,2,0,4986,76
EUW1_7706909569,1473,2026-01-29 14:06:00.000,Blue,Diamond,29,14,3,11,2,0,3,0,1,0,0,0,12302,0
EUW1_7706910210,2397,2026-01-29 14:12:36.000,Blue,Master,38,31,5,10,3,3,3,0,1,0,1,0,7933,0
EUW1_7706911804,2528,2026-01-29 14:09:40.000,Blue,Master,33,46,10,5,3,3,3,0,1,0,0,3,-3123,128
EUW1_7706912713,2370,2026-01-29 14:10:03.000,Blue,Master,40,30,11,11,3,2,3,0,0,1,2,1,8116,0
EUW1_7706913319,1838,2026-01-29 14:15:17.000,Blue,Master,32,23,5,6,2,2,0,3,0,0,1,0,5876,38
EUW1_7706916638,1989,2026-01-29 14:12:59.000,Red,Master,30,26,8,8,0,4,3,0,1,0,0,1,4306,189
EUW1_7706918693,1164,2026-01-29 14:16:11.000,Red,Master,12,26,3,1,2,1,2,1,0,0,0,0,6155,0
EUW1_7706918758,1572,2026-01-29 14:16:11.000,Blue,Diamond,32,28,5,4,2,2,3,0,0,1,1,0,2893,72
EUW1_7706920695,2250,2026-01-29 14:17:15.000,Red,Grandmaster,33,50,9,9,1,3,3,0,1,0,2,0,3549,150
EUW1_7706921496,1867,2026-01-29 14:16:45.000,Red,Challenger,22,42,6,3,0,4,0,3,1,0,1,1,4346,67
EUW1_7706921505,1442,2026-01-29 14:16:35.000,Blue,Diamond,43,18,1,8,3,0,0,3,1,0,1,0,11135,0
EUW1_7706921845,925,2026-01-29 14:19:35.000,Red,Grandmaster,7,20,1,0,0,2,0,3,0,0,0,0,7996,25
EUW1_7706922386,931,2026-01-29 14:24:49.000,Blue,Diamond,22,7,0,1,1,0,3,0,0,0,0,0,6236,31
EUW1_7706922629,1317,2026-01-29 14:18:11.000,Blue,Diamond,30,12,2,7,0,2,3,0,0,0,0,0,14095,117
EUW1_7706922839,890,2026-01-29 14:19:56.000,Red,Diamond,6,18,3,0,0,2,0,3,0,0,0,0,7488,0
EUW1_7706922851,1730,2026-01-29 14:20:34.000,Blue,Emerald,21,14,3,2,1,3,0,3,0,1,1,0,5033,230
EUW1_7706924455,1186,2026-01-29 14:26:33.000,Blue,Master,18,14,2,6,1,1,3,0,1,0,0,0,7166,0
EUW1_7706924787,2054,2026-01-29 14:21:29.000,Red,Master,27,41,9,5,1,3,3,0,0,1,1,1,13136,0
EUW1_7706928222,1621,2026-01-29 14:30:28.000,Red,Diamond,17,27,4,3,2,2,1,2,1,0,0,0,9204,121
EUW1_7706929195,1597,2026-01-29 14:29:36.000,Red,Gold,9,38,6,2,0,4,3,0,0,1,0,1,11798,97
EUW1_7706929627,913,2026-01-29 14:25:22.000,Red,Grandmaster,3,19,4,0,1,1,0,3,0,0,0,0,10845,13
EUW1_7706934747,2024,2026-01-29 14:30:03.000,Blue,Grandmaster,36,23,5,8,1,4,2,1,1,0,1,0,8652,224
EUW1_7706935600,1607,2026-01-29 14:30:34.000,Blue,Grandmaster,25,29,5,5,1,3,3,0,0,1,1,0,-2964,107
EUW1_7706935640,1406,2026-01-29 14:31:19.000,Red,Master,16,26,5,2,1,2,0,3,0,1,0,0,6475,206
EUW1_7706936478,1680,2026-01-29 14:29:12.000,Red,Grandmaster,14,26,8,3,1,3,0,3,1,0,0,1,6193,180
EUW1_7706937197,1541,2026-01-29 14:36:10.000,Red,Master,22,33,7,3,0,4,3,0,0,1,0,1,7946,41
EUW1_7706938328,1489,2026-01-29 14:39:25.000,Red,Master,18,33,7,1,2,1,0,3,0,1,0,1,11610,0
EUW1_7706939526,1255,2026-01-29 14:33:09.000,Blue,Master,33,12,1,5,3,0,3,0,1,0,0,0,7826,55
EUW1_7706941799,1916,2026-01-29 14:37:42.000,Red,Gold,22,38,7,2,1,3,0,3,0,1,0,1,9159,116
EUW1_7706942094,1565,2026-01-29 14:40:50.000,Blue,Master,31,21,5,3,2,1,3,0,0,1,1,0,1020,65
EUW1_7706942142,1440,2026-01-29 14:41:08.000,Blue,Diamond,37,20,1,9,2,1,3,0,1,0,1,0,17816,0
EUW1_7706942962,969,2026-01-29 14:39:48.000,Blue,Master,15,7,0,1,1,0,3,0,0,0,0,0,6792,69
EUW1_7706944784,2270,2026-01-29 14:39:34.000,Red,Master,23,37,9,3,3,2,3,0,0,1,0,2,4005,170
EUW1_7706949470,1759,2026-01-29 14:41:10.000,Red,Grandmaster,20,31,8,3,1,4,3,0,0,1,0,1,6456,0
EUW1_7706949933,1444,2026-01-29 14:45:29.000,Blue,Master,22,10,3,9,2,1,3,0,0,1,1,0,9872,0
EUW1_7706950295,1904,2026-01-29 14:48:24.000,Blue,Master,40,33,5,9,4,1,0,3,1,0,1,0,-107,104
EUW1_7706954256,1126,2026-01-29 14:50:49.000,Blue,Master,18,5,0,3,2,0,3,0,0,0,0,0,6092,226
EUW1_7706956924,1416,2026-01-29 14:52:09.000,Blue,Emerald,28,15,1,5,2,1,3,0,1,0,0,0,6169,216
EUW1_7706956962,2416,2026-01-29 14:52:30.000,Blue,Master,37,32,3,10,4,1,1,2,0,0,2,0,8048,16
EUW1_7706956988,1094,2026-01-29 14:52:29.000,Red,Challenger,12,16,1,0,0,1,2,1,0,0,0,0,2278,194
EUW1_7706959894,1729,2026-01-29 14:54:02.000,Blue,Diamond,32,42,5,4,1,3,1,2,0,1,0,1,-1974,229
EUW1_7706960511,1967,2026-01-29 14:51:08.000,Red,Emerald,32,46,8,4,0,4,3,0,1,0,0,1,5052,167
EUW1_7706962857,1722,2026-01-29 14:56:12.000,Red,Diamond,25,27,6,3,0,4,0,3,0,1,0,0,2993,222
EUW1_7706963262,1956,2026-01-29 14:59:52.000,Red,Master,25,34,7,4,1,4,2,1,1,0,0,1,5684,156
EUW1_7706965690,1580,2026-01-29 14:55:44.000,Blue,Diamond,30,22,3,6,3,1,3,0,1,0,1,0,6348,80
EUW1_7706967947,1996,2026-01-29 15:00:21.000,Red,Master,22,25,6,2,1,3,3,0,0,1,0,1,6181,196
EUW1_7706968998,2069,2026-01-29 15:02:05.000,Red,Emerald,36,47,8,5,1,4,3,0,0,1,0,1,4925,0
EUW1_7706970580,1614,2026-01-29 14:59:57.000,Blue,Master,30,17,4,7,1,1,0,3,0,0,0,0,9467,114
EUW1_7706973423,2116,2026-01-29 15:07:08.000,Blue,Master,41,31,5,6,3,2,2,1,1,0,1,1,6759,16
EUW1_7706975517,1512,2026-01-29 15:02:51.000,Blue,Master,33,22,1,8,3,0,0,3,1,0,1,0,5794,12
EUW1_7706978330,1658,2026-01-29 15:12:29.000,Red,Diamond,30,38,5,3,2,1,0,3,1,0,0,0,2443,158
EUW1_7706978881,1651,2026-01-29 15:09:32.000,Red,Master,31,27,2,5,0,4,3,0,1,0,0,1,-1324,151
EUW1_7706979288,921,2026-01-29 15:13:17.000,Blue,Grandmaster,15,6,0,2,0,1,3,0,0,0,0,0,7077,21
EUW1_7706980555,1596,2026-01-29 15:08:44.000,Red,Master,28,34,5,4,0,4,3,0,1,0,0,1,3631,96
EUW1_7706980752,1891,2026-01-29 15:09:55.000,Red,Master,30,21,7,7,2,2,3,0,0,1,0,2,936,91
EUW1_7706981064,1628,2026-01-29 15:12:28.000,Red,Diamond,22,37,7,3,1,3,0,3,0,1,0,0,9142,128
EUW1_7706984646,1468,2026-01-29 15:11:00.000,Red,Master,16,23,9,3,0,4,0,3,0,1,0,1,10111,0
EUW1_7706985084,1867,2026-01-29 15:14:25.000,Blue,Master,34,22,4,4,4,0,0,3,0,0,1,1,10410,67
EUW1_7706985836,1993,2026-01-29 15:13:45.000,Red,Diamond,48,57,4,4,2,3,0,3,0,0,0,1,1939,193
EUW1_7706986543,1494,2026-01-29 15:12:40.000,Blue,Diamond,40,17,2,8,4,0,2,1,1,0,1,0,9758,0
EUW1_7706986912,1720,2026-01-29 15:16:04.000,Blue,Master,27,21,3,6,2,1,3,0,0,0,1,0,5149,220
EUW1_7706987462,1780,2026-01-29 15:13:19.000,Red,Emerald,31,43,10,3,1,3,2,1,0,1,0,1,10907,0
EUW1_7706988777,1618,2026-01-29 15:17:20.000,Red,Master,10,22,5,2,1,3,3,0,1,0,0,1,10939,118
EUW1_7706989971,1861,2026-01-29 15:19:10.000,Blue,Master,36,40,4,5,0,4,0,3,1,0,2,0,-201,61
EUW1_7706994152,1442,2026-01-29 15:22:25.000,Red,Master,16,35,7,2,1,2,0,3,0,1,0,1,10972,0
EUW1_7706998620,2186,2026-01-29 15:23:26.000,Red,Master,28,27,7,3,2,3,3,0,0,1,0,2,10196,86
EUW1_7706999317,1537,2026-01-29 15:29:17.000,Blue,Master,33,19,4,5,3,1,3,0,0,1,1,0,7782,37
EUW1_7707000879,1994,2026-01-29 15:26:22.000,Red,Diamond,44,30,2,9,3,1,3,0,1,0,0,2,-4791,194
EUW1_7707001315,1446,2026-01-29 15:29:41.000,Blue,Master,39,21,3,10,1,1,0,3,1,0,1,0,12447,0
EUW1_7707002389,2032,2026-01-29 15:31:30.000,Red,Master,35,26,7,7,3,2,3,0,0,1,1,0,-841,232
EUW1_7707004180,2137,2026-01-29 15:30:18.000,Blue,Master,38,42,4,6,3,2,3,0,0,1,0,1,167,37
EUW1_7707005882,1946,2026-01-29 15:29:38.000,Red,Grandmaster,24,27,7,5,1,3,3,0,1,0,0,1,1743,146
EUW1_7707006656,1319,2026-01-29 15:29:38.000,Blue,Master,24,13,3,6,1,2,3,0,1,0,0,0,3910,119
EUW1_7707008465,1734,2026-01-29 15:30:36.000,Red,Diamond,22,35,6,2,1,3,3,0,0,1,1,0,6460,234
EUW1_7707008499,1985,2026-01-29 15:30:40.000,Red,Emerald,26,30,7,2,1,4,3,0,1,0,1,0,6527,185
EUW1_7707009162,1368,2026-01-29 15:36:06.000,Blue,Master,22,22,1,4,0,2,3,0,1,0,0,0,4037,168
EUW1_7707010135,1834,2026-01-29 15:35:31.000,Blue,Diamond,33,28,4,7,2,3,3,0,0,1,1,0,9787,34
EUW1_7707010182,1177,2026-01-29 15:36:19.000,Blue,Master,28,10,1,3,2,1,0,3,1,0,0,0,8174,0
EUW1_7707013978,1265,2026-01-29 15:37:19.000,Red,Master,10,23,5,2,1,2,3,0,0,1,0,0,10200,65
EUW1_7707014081,1302,2026-01-29 15:37:53.000,Red,Challenger,19,19,4,2,2,0,3,0,0,1,0,0,3986,102
EUW1_7707016835,1826,2026-01-29 15:39:05.000,Blue,Grandmaster,42,24,6,8,2,2,3,0,1,0,0,1,4847,26
EUW1_7707018923,1755,2026-01-29 15:41:02.000,Blue,Master,47,29,3,9,1,3,3,0,1,0,0,1,8158,0
EUW1_7707019377,2358,2026-01-29 15:44:55.000,Blue,Master,38,30,6,10,3,3,3,0,1,0,1,1,5142,0
EUW1_7707021356,1321,2026-01-29 15:45:41.000,Blue,Master,27,8,1,6,1,1,3,0,0,1,0,0,9635,121
EUW1_7707022786,1630,2026-01-29 15:42:33.000,Red,Master,21,28,4,0,0,3,1,2,1,0,0,0,8640,130
EUW1_7707024253,1707,2026-01-29 15:46:23.000,Red,Master,20,29,5,3,0,3,3,0,1,0,0,1,7804,207
EUW1_7707025727,1366,2026-01-29 15:44:03.000,Blue,Master,30,19,0,6,2,1,3,0,1,0,0,0,10822,166
EUW1_7707027036,1871,2026-01-29 15:48:30.000,Red,Master,30,39,8,1,2,3,2,1,0,1,0,2,12251,71
EUW1_7707027806,1562,2026-01-29 15:47:49.000,Blue,Diamond,28,19,2,9,2,0,2,1,1,0,1,0,7905,62
EUW1_7707028310,901,2026-01-29 15:52:16.000,Blue,Master,29,7,0,10,2,0,3,0,0,0,0,0,15951,1
EUW1_7707030388,1892,2026-01-29 15:53:09.000,Blue,Master,32,22,3,7,3,1,3,0,1,0,2,0,10529,92
EUW1_7707031494,1827,2026-01-29 15:48:00.000,Blue,Grandmaster,35,35,4,5,1,3,3,0,0,1,1,0,3849,27
EUW1_7707035981,2226,2026-01-29 15:53:28.000,Blue,Master,29,19,3,10,3,3,0,3,1,0,2,0,5116,126
EUW1_7707041583,2203,2026-01-29 15:55:55.000,Blue,Master,34,30,4,12,4,1,3,0,0,1,0,2,-95,103
EUW1_7707043093,2058,2026-01-29 16:00:27.000,Blue,Diamond,42,45,8,6,1,3,3,0,0,1,1,1,2431,0
