MATCH_ID,GAME_DURATION,GAME_DATE,GAME_VERSION,WINNING_TEAM,AVERAGE_RANK,BLUE_KILLS,RED_KILLS,BLUE_TOWERS,RED_TOWERS,BLUE_INHIBITORS,RED_INHIBITORS,BLUE_DRAGONS,RED_DRAGONS,BLUE_VOID_GRUBS,RED_VOID_GRUBS,BLUE_HERALDS,RED_HERALDS,BLUE_BARONS,RED_BARONS,WINNING_GOLD_DIFF,UNLOGGED_DURATION
EUW1_7707933105,1698,2026-01-30 01:01:20.000,16.2.741.3171,BLUE,Emerald,27,26,4,5,0,0,3,1,3,0,0,1,0,0,-432,198
EUW1_7707933635,1584,2026-01-30 00:54:53.000,16.2.741.3171,RED,Diamond,23,42,8,2,0,0,1,3,2,1,0,1,0,1,9077,84
EUW1_7707933817,1862,2026-01-30 00:57:12.000,16.2.741.3171,BLUE,Master,38,26,8,7,1,2,4,1,3,0,1,0,2,0,6663,62
EUW1_7707933922,1886,2026-01-30 00:58:48.000,16.2.741.3171,RED,Master,28,35,5,5,0,0,1,4,3,0,1,0,1,1,946,86
EUW1_7707933984,1855,2026-01-30 01:00:03.000,16.2.741.3171,RED,Diamond,21,29,8,2,2,0,1,3,3,0,0,1,0,2,10396,55
EUW1_7707934463,1019,2026-01-30 00:54:20.000,16.2.741.3171,RED,Master,9,16,0,0,0,0,0,2,3,0,0,0,0,0,3867,119
EUW1_7707935286,1645,2026-01-30 01:06:05.000,16.2.741.3171,RED,Master,15,30,9,4,2,0,1,2,0,3,1,0,0,1,8946,145
EUW1_7707936424,1406,2026-01-30 01:09:37.000,16.2.741.3171,RED,Master,26,25,3,1,0,0,1,2,1,2,0,1,0,0,973,206
EUW1_7707936467,1545,2026-01-30 00:57:40.000,16.2.741.3171,RED,Challenger,18,38,6,2,1,0,0,3,0,3,0,1,0,1,12205,45
EUW1_7707937161,1935,2026-01-30 01:08:10.000,16.2.741.3171,BLUE,Master,24,16,5,6,0,0,3,1,3,0,1,0,2,0,3476,135
EUW1_7707937398,1859,2026-01-30 01:10:50.000,16.2.741.3171,RED,Master,23,34,8,4,0,0,2,2,2,1,0,1,0,1,5540,59
EUW1_7707937782,932,2026-01-30 01:04:30.000,16.2.741.3171,RED,Diamond,7,19,1,0,0,0,0,2,0,3,0,0,0,0,5705,32
EUW1_7707938024,1722,2026-01-30 01:07:43.000,16.2.741.3171,BLUE,Master,30,24,4,5,0,0,2,2,0,3,0,0,0,1,2650,222
EUW1_7707938169,1863,2026-01-30 01:09:33.000,16.2.741.3171,BLUE,Master,29,21,3,8,0,1,3,1,0,3,1,0,1,0,5936,63
EUW1_7707938673,1669,2026-01-30 01:03:55.000,16.2.741.3171,BLUE,Diamond,30,33,5,2,0,0,2,2,0,3,0,1,1,0,108,169
EUW1_7707938895,1884,2026-01-30 01:06:47.000,16.2.741.3171,RED,Master,28,39,8,2,2,0,0,4,2,1,1,0,0,1,11705,84
EUW1_7707938916,1859,2026-01-30 01:06:41.000,16.2.741.3171,RED,Master,20,37,6,1,0,0,0,4,3,0,0,1,0,2,12880,59
EUW1_7707938934,1943,2026-01-30 01:07:32.000,16.2.741.3171,RED,Master,30,37,8,3,2,0,1,3,3,0,1,0,0,1,9850,143
EUW1_7707939205,1282,2026-01-30 01:11:00.000,16.2.741.3171,RED,Master,7,19,7,0,0,0,0,3,1,2,0,1,0,0,8677,82
EUW1_7707939268,1931,2026-01-30 01:12:23.000,16.2.741.3171,BLUE,Diamond,34,37,8,5,1,0,2,2,0,3,0,1,2,0,5466,131
EUW1_7707939401,1407,2026-01-30 01:13:12.000,16.2.741.3171,BLUE,Master,22,9,1,4,0,0,1,0,1,2,1,0,0,0,7285,207
EUW1_7707939538,1771,2026-01-30 01:01:46.000,16.2.741.3171,BLUE,Challenger,33,18,1,10,0,2,3,1,1,2,1,0,1,0,13532,0
EUW1_7707940083,1191,2026-01-30 01:09:26.000,16.2.741.3171,RED,Diamond,14,28,11,0,3,0,0,2,0,3,0,1,0,0,12151,0
EUW1_7707940238,1654,2026-01-30 01:12:12.000,16.2.741.3171,BLUE,Diamond,26,11,3,4,0,0,4,0,3,0,0,1,1,0,5019,154
EUW1_7707940239,1695,2026-01-30 01:11:29.000,16.2.741.3171,BLUE,Master,25,20,2,6,0,1,3,0,3,0,1,0,0,0,7561,195
EUW1_7707940407,1054,2026-01-30 01:14:21.000,16.2.741.3171,RED,Grandmaster,9,14,2,0,0,0,0,2,1,2,0,0,0,0,4940,154
EUW1_7707940615,1609,2026-01-30 01:04:33.000,16.2.741.3171,RED,Diamond,6,14,7,1,0,0,0,3,0,3,0,1,0,1,10434,109
EUW1_7707940648,1515,2026-01-30 01:04:36.000,16.2.741.3171,RED,Diamond,24,43,5,3,0,0,1,3,3,0,1,0,0,1,8645,15
EUW1_7707940960,1810,2026-01-30 01:08:44.000,16.2.741.3171,RED,Master,29,37,9,3,3,0,2,3,0,3,0,1,0,1,5369,10
EUW1_7707941090,2362,2026-01-30 01:11:05.000,16.2.741.3171,RED,Challenger,32,41,10,5,1,1,1,4,2,0,1,0,0,2,1751,0
EUW1_7707941335,911,2026-01-30 01:14:10.000,16.2.741.3171,RED,Diamond,2,15,2,0,0,0,0,2,0,3,0,0,0,0,9146,11
EUW1_7707941413,2359,2026-01-30 01:15:50.000,16.2.741.3171,BLUE,Diamond,36,30,10,7,1,1,3,2,0,3,1,0,2,1,3485,0
EUW1_7707941447,1286,2026-01-30 01:16:25.000,16.2.741.3171,RED,Master,19,17,7,1,0,0,1,1,2,1,0,1,0,0,9469,86
EUW1_7707941483,1658,2026-01-30 01:03:00.000,16.2.741.3171,RED,Master,20,32,7,1,1,0,0,3,2,1,0,1,0,1,6672,158
EUW1_7707941591,1784,2026-01-30 01:03:57.000,16.2.741.3171,RED,Master,17,32,10,3,2,0,1,4,3,0,1,0,0,2,9488,0
EUW1_7707942872,1607,2026-01-30 01:11:49.000,16.2.741.3171,BLUE,Diamond,38,26,3,5,0,0,3,0,3,0,0,0,1,0,6091,107
EUW1_7707943867,1885,2026-01-30 01:12:01.000,16.2.741.3171,RED,Master,10,30,9,2,3,0,2,2,3,0,0,1,0,1,7237,85
EUW1_7707944082,1966,2026-01-30 01:15:13.000,16.2.741.3171,RED,Master,34,47,10,4,5,0,1,3,2,1,0,1,0,2,5059,166
EUW1_7707944140,2326,2026-01-30 01:15:29.000,16.2.741.3171,BLUE,Master,30,30,8,4,1,0,3,3,1,2,0,1,1,1,3765,226
EUW1_7707944577,1093,2026-01-30 01:10:55.000,16.2.741.3171,BLUE,Master,24,5,0,3,0,0,2,0,3,0,0,0,0,0,12978,193
EUW1_7707944903,1929,2026-01-30 01:14:26.000,16.2.741.3171,RED,Emerald,34,47,9,2,1,0,0,4,0,3,1,0,0,1,6385,129
EUW1_7707945066,1924,2026-01-30 01:17:11.000,16.2.741.3171,RED,Master,28,38,7,4,0,0,2,2,1,2,0,1,0,2,6357,124
EUW1_7707945153,926,2026-01-30 01:18:59.000,16.2.741.3171,BLUE,Master,30,9,0,5,0,0,2,0,3,0,0,0,0,0,13636,26
EUW1_7707945388,1974,2026-01-30 01:22:40.000,16.2.741.3171,RED,Silver,30,33,8,3,0,0,2,2,3,0,1,0,0,1,8337,174
EUW1_7707945423,1970,2026-01-30 01:23:03.000,16.2.741.3171,RED,Master,19,29,7,2,1,0,0,5,2,1,1,0,0,1,5652,170
EUW1_7707945835,2027,2026-01-30 01:15:21.000,16.2.741.3171,RED,Emerald,42,34,6,5,0,0,3,2,3,0,1,0,1,0,6132,227
EUW1_7707946145,1512,2026-01-30 01:20:37.000,16.2.741.3171,RED,Diamond,17,35,6,2,1,0,0,3,3,0,0,1,0,1,12000,12
EUW1_7707946478,1540,2026-01-30 01:12:12.000,16.2.741.3171,RED,Master,15,31,7,3,1,0,0,4,2,1,1,0,0,1,11552,40
EUW1_7707946542,1136,2026-01-30 01:12:50.000,16.2.741.3171,RED,Master,14,19,1,0,0,0,0,1,3,0,0,0,0,0,4605,236
EUW1_7707946742,1351,2026-01-30 01:15:48.000,16.2.741.3171,RED,Diamond,7,24,7,0,2,0,0,2,0,3,0,1,0,0,13430,151
EUW1_7707947019,1770,2026-01-30 01:20:15.000,16.2.741.3171,RED,Master,30,43,10,2,1,0,1,3,1,2,0,1,0,1,11683,0
EUW1_7707947086,1953,2026-01-30 01:21:02.000,16.2.741.3171,BLUE,Diamond,27,16,4,8,0,0,2,2,0,3,1,0,1,0,7649,153
EUW1_7707947723,1696,2026-01-30 01:17:07.000,16.2.741.3171,RED,Master,20,31,5,3,0,0,0,3,3,0,0,0,0,0,9704,196
EUW1_7707947804,1688,2026-01-30 01:18:19.000,16.2.741.3171,RED,Master,16,32,5,2,0,0,0,3,2,1,0,0,0,0,7752,188
EUW1_7707947975,1567,2026-01-30 01:21:10.000,16.2.741.3171,RED,Master,15,30,7,3,1,0,3,0,2,1,1,0,0,1,9325,67
EUW1_7707949202,1408,2026-01-30 01:25:52.000,16.2.741.3171,RED,Master,18,23,4,2,0,0,1,2,1,2,0,0,0,0,3860,208
EUW1_7707949493,935,2026-01-30 01:15:46.000,16.2.741.3171,RED,Master,7,18,3,0,0,0,0,2,0,3,0,0,0,0,6548,35
EUW1_7707949496,1977,2026-01-30 01:15:38.000,16.2.741.3171,BLUE,Master,24,32,4,5,0,0,2,3,0,3,0,1,1,0,502,177
EUW1_7707949523,1829,2026-01-30 01:16:00.000,16.2.741.3171,BLUE,Diamond,27,19,2,7,0,2,4,0,3,0,0,0,2,0,9800,29
EUW1_7707949639,1703,2026-01-30 01:17:25.000,16.2.741.3171,RED,Master,19,38,4,3,0,0,0,4,3,0,0,1,0,0,5555,203
EUW1_7707949810,1979,2026-01-30 01:20:11.000,16.2.741.3171,BLUE,Master,44,22,4,6,0,0,1,4,0,3,0,1,0,1,8137,179
EUW1_7707950964,1960,2026-01-30 01:23:41.000,16.2.741.3171,BLUE,Master,35,39,7,3,1,0,0,4,0,3,1,0,0,0,-3635,160
EUW1_7707951213,1287,2026-01-30 01:28:30.000,16.2.741.3171,BLUE,Master,26,19,2,3,0,0,3,0,3,0,1,0,0,0,4671,87
EUW1_7707951410,1890,2026-01-30 01:31:42.000,16.2.741.3171,BLUE,Master,32,12,2,8,0,2,4,0,0,3,1,0,1,0,9785,90
EUW1_7707952454,1628,2026-01-30 01:33:10.000,16.2.741.3171,RED,Master,18,27,7,2,2,0,0,4,0,3,0,1,0,1,7321,128
EUW1_7707952456,1799,2026-01-30 01:20:23.000,16.2.741.3171,RED,Diamond,38,45,9,6,2,0,1,3,1,2,1,0,1,1,8697,0
EUW1_7707952568,1758,2026-01-30 01:22:20.000,16.2.741.3171,RED,Master,16,35,11,1,3,0,0,4,3,0,0,1,0,1,15646,0
EUW1_7707952698,1939,2026-01-30 01:24:38.000,16.2.741.3171,BLUE,Master,31,26,3,5,0,0,3,1,1,2,1,0,1,0,4096,139
EUW1_7707952792,1423,2026-01-30 01:25:32.000,16.2.741.3171,RED,Master,18,20,3,1,0,0,0,3,0,3,0,1,0,0,2739,223
EUW1_7707952902,1233,2026-01-30 01:27:35.000,16.2.741.3171,BLUE,Master,32,9,3,7,0,1,2,0,2,1,1,0,0,0,8673,33
EUW1_7707953779,1198,2026-01-30 01:25:52.000,16.2.741.3171,RED,Diamond,10,24,5,2,0,0,1,2,3,0,0,1,0,0,9273,0
EUW1_7707954396,1948,2026-01-30 01:35:19.000,16.2.741.3171,RED,Challenger,15,32,6,3,1,0,1,4,0,3,1,0,0,1,5176,148
EUW1_7707954604,1673,2026-01-30 01:25:36.000,16.2.741.3171,BLUE,Grandmaster,38,31,2,9,0,2,4,0,0,3,1,0,1,0,9913,173
EUW1_7707955079,2095,2026-01-30 01:34:20.000,16.2.741.3171,RED,Master,28,35,7,7,1,0,2,3,3,0,1,0,1,0,5150,0
EUW1_7707955170,1677,2026-01-30 01:36:30.000,16.2.741.3171,BLUE,Master,31,27,4,3,0,0,3,1,3,0,0,1,0,0,-879,177
EUW1_7707955253,1628,2026-01-30 01:37:41.000,16.2.741.3171,RED,Challenger,44,20,6,8,1,2,3,1,0,3,1,0,0,1,-6139,128
EUW1_7707955256,910,2026-01-30 01:37:46.000,16.2.741.3171,RED,Master,8,19,2,0,0,0,0,2,0,3,0,0,0,0,6255,10
EUW1_7707955724,1653,2026-01-30 01:30:10.000,16.2.741.3171,BLUE,Grandmaster,24,15,3,4,0,0,1,2,3,0,1,0,1,0,4732,153
EUW1_7707955837,1530,2026-01-30 01:32:28.000,16.2.741.3171,BLUE,Master,39,28,2,8,0,1,1,3,0,3,1,0,1,0,11736,30
EUW1_7707955865,2422,2026-01-30 01:33:03.000,16.2.741.3171,BLUE,Diamond,45,49,10,9,2,1,2,4,0,3,0,0,2,1,4399,22
EUW1_7707956021,1441,2026-01-30 01:35:49.000,16.2.741.3171,BLUE,Diamond,45,14,1,11,0,3,2,1,0,3,1,0,1,0,19182,0
EUW1_7707956353,1974,2026-01-30 01:42:18.000,16.2.741.3171,RED,Master,35,24,4,6,0,0,4,1,3,0,1,0,1,0,-2416,174
EUW1_7707956953,1494,2026-01-30 01:36:40.000,16.2.741.3171,RED,Master,17,32,9,1,2,0,0,2,3,0,1,0,0,1,12860,0
EUW1_7707957017,1455,2026-01-30 01:38:03.000,16.2.741.3171,RED,Diamond,13,30,9,3,2,0,2,1,0,3,1,0,0,1,13340,0
EUW1_7707957081,1219,2026-01-30 01:39:05.000,16.2.741.3171,RED,Master,12,38,8,1,2,0,0,2,3,0,0,1,0,0,15251,19
EUW1_7707957453,1920,2026-01-30 01:46:32.000,16.2.741.3171,RED,Master,33,33,10,5,2,0,1,4,0,3,1,0,0,1,3000,120
EUW1_7707957491,1463,2026-01-30 01:29:43.000,16.2.741.3171,BLUE,Master,44,22,1,6,0,1,1,3,3,0,0,0,1,0,10324,0
EUW1_7707958380,1873,2026-01-30 01:45:48.000,16.2.741.3171,RED,Master,26,27,5,7,1,1,2,2,0,3,0,0,0,2,6466,73
EUW1_7707958671,2055,2026-01-30 01:33:53.000,16.2.741.3171,BLUE,Diamond,52,37,6,7,0,1,3,2,0,3,0,1,2,0,11058,0
EUW1_7707958769,1342,2026-01-30 01:35:57.000,16.2.741.3171,BLUE,Master,26,19,1,6,0,0,0,1,1,2,1,0,0,0,6503,142
EUW1_7707958857,1612,2026-01-30 01:36:40.000,16.2.741.3171,BLUE,Challenger,31,20,3,6,0,0,4,0,2,1,1,0,1,0,9003,112
EUW1_7707959074,2441,2026-01-30 01:41:12.000,16.2.741.3171,BLUE,Master,38,50,9,7,1,0,2,4,3,0,1,0,1,1,-1246,41
EUW1_7707959093,1560,2026-01-30 01:41:23.000,16.2.741.3171,RED,Diamond,15,47,6,4,0,0,0,3,3,0,1,0,0,1,9995,60
EUW1_7707959138,1794,2026-01-30 01:42:32.000,16.2.741.3171,BLUE,Master,41,23,2,11,0,3,4,0,3,0,0,1,2,0,11831,0
EUW1_7707959206,1890,2026-01-30 01:43:26.000,16.2.741.3171,BLUE,Diamond,25,14,3,8,0,0,2,2,3,0,1,0,1,0,11338,90
EUW1_7707959246,2465,2026-01-30 01:45:00.000,16.2.741.3171,BLUE,Master,42,32,5,7,0,0,5,1,3,0,1,0,1,2,-4638,65
EUW1_7707959393,2346,2026-01-30 01:47:33.000,16.2.741.3171,BLUE,Master,36,44,8,7,2,1,2,3,0,3,0,0,1,1,4285,0
EUW1_7707959573,1390,2026-01-30 01:33:25.000,16.2.741.3171,RED,Master,14,18,6,1,1,0,0,3,0,3,0,1,0,0,6189,190
EUW1_7707959674,1626,2026-01-30 01:35:16.000,16.2.741.3171,RED,Grandmaster,28,50,8,3,1,0,0,4,2,1,0,1,0,1,12182,126
EUW1_7707959806,1561,2026-01-30 01:37:06.000,16.2.741.3171,RED,Master,11,25,8,2,1,0,0,3,3,0,0,1,0,1,10993,61
EUW1_7707959861,1983,2026-01-30 01:38:05.000,16.2.741.3171,BLUE,Silver,25,22,1,7,0,0,3,1,3,0,1,0,1,0,2352,183
EUW1_7707960207,1890,2026-01-30 01:45:06.000,16.2.741.3171,RED,Master,23,29,7,3,1,0,0,4,3,0,0,1,0,2,3109,90
EUW1_7707960434,1653,2026-01-30 01:49:42.000,16.2.741.3171,RED,Master,25,32,6,5,1,0,1,3,3,0,0,1,0,0,2781,153
EUW1_7707960693,1974,2026-01-30 01:36:58.000,16.2.741.3171,RED,Master,32,41,6,3,1,0,2,3,0,3,1,0,0,1,3138,174
EUW1_7707961865,1109,2026-01-30 01:40:14.000,16.2.741.3171,RED,Master,12,21,4,0,0,0,1,1,1,2,0,0,0,0,5308,209
EUW1_7707962637,1531,2026-01-30 01:39:50.000,16.2.741.3171,BLUE,Emerald,49,28,2,11,0,3,2,1,3,0,0,1,1,0,10896,31
EUW1_7707962859,2049,2026-01-30 01:43:50.000,16.2.741.3171,RED,Diamond,48,56,10,7,3,1,1,4,1,2,1,0,1,1,548,0
EUW1_7707962967,1587,2026-01-30 01:46:14.000,16.2.741.3171,BLUE,Master,20,25,2,4,0,0,1,3,3,0,0,0,0,1,2983,87
EUW1_7707963211,1809,2026-01-30 01:50:19.000,16.2.741.3171,BLUE,Master,32,23,3,11,0,3,3,2,3,0,1,0,2,0,3997,9
EUW1_7707963334,2047,2026-01-30 01:53:42.000,16.2.741.3171,RED,Master,28,39,10,3,3,0,0,5,3,0,0,1,0,2,10676,0
EUW1_7707963343,2068,2026-01-30 01:53:56.000,16.2.741.3171,BLUE,Master,47,25,3,8,0,2,4,1,3,0,0,1,0,0,9609,0
EUW1_7707963779,1745,2026-01-30 01:44:20.000,16.2.741.3171,BLUE,Emerald,38,29,3,10,0,1,4,1,3,0,1,0,1,0,11675,0
EUW1_7707964023,1897,2026-01-30 01:49:29.000,16.2.741.3171,RED,Diamond,31,33,7,4,1,0,2,2,3,0,1,0,0,1,5701,97
EUW1_7707964353,1511,2026-01-30 01:56:57.000,16.2.741.3171,RED,Master,28,35,9,3,2,0,2,1,3,0,1,0,0,1,7487,11
EUW1_7707964852,1318,2026-01-30 01:49:51.000,16.2.741.3171,BLUE,Master,19,13,1,4,0,0,3,0,2,1,1,0,0,0,4322,118
EUW1_7707965062,1789,2026-01-30 01:54:24.000,16.2.741.3171,BLUE,Master,38,32,2,11,0,3,4,1,0,3,0,1,2,0,7108,0
EUW1_7707965066,2385,2026-01-30 01:55:00.000,16.2.741.3171,RED,Master,48,43,13,7,4,0,4,2,0,3,0,0,0,2,-1810,0
EUW1_7707965768,1669,2026-01-30 01:50:33.000,16.2.741.3171,BLUE,Diamond,24,29,4,6,0,0,2,1,3,0,1,0,1,0,4097,169
EUW1_7707965798,2583,2026-01-30 01:51:37.000,16.2.741.3171,RED,Master,59,38,8,8,2,2,2,2,0,3,1,0,2,0,-1489,183
EUW1_7707965827,1264,2026-01-30 01:52:41.000,16.2.741.3171,BLUE,Diamond,35,9,0,4,0,0,2,0,2,1,1,0,0,0,11276,64
EUW1_7707966250,1827,2026-01-30 02:01:35.000,16.2.741.3171,BLUE,Master,24,28,6,5,1,0,2,2,0,3,0,1,2,0,2559,27
EUW1_7707966537,1539,2026-01-30 01:48:17.000,16.2.741.3171,BLUE,Master,46,25,1,9,0,3,2,0,3,0,0,0,1,0,11693,39
EUW1_7707966879,1737,2026-01-30 01:55:42.000,16.2.741.3171,RED,Master,32,28,2,6,0,0,2,0,1,2,1,0,0,1,-3031,237
EUW1_7707967880,932,2026-01-30 01:56:49.000,16.2.741.3171,BLUE,Master,24,14,0,1,0,0,2,0,2,1,0,0,0,0,4256,32
EUW1_7707968016,1430,2026-01-30 01:59:35.000,16.2.741.3171,RED,Master,11,25,4,0,0,0,0,3,3,0,0,1,0,0,11406,230
EUW1_7707968078,1445,2026-01-30 02:01:44.000,16.2.741.3171,BLUE,Master,37,15,1,11,0,3,3,0,3,0,1,0,1,0,13125,0
EUW1_7707968449,2231,2026-01-30 02:10:40.000,16.2.741.3171,RED,Emerald,31,43,6,5,1,0,3,3,3,0,1,0,0,2,8051,131
EUW1_7707968542,1733,2026-01-30 01:50:58.000,16.2.741.3171,RED,Master,23,30,4,3,0,0,1,3,3,0,0,1,0,1,3839,233
EUW1_7707968689,1627,2026-01-30 01:53:35.000,16.2.741.3171,BLUE,Diamond,30,25,4,5,0,0,2,1,2,1,1,0,1,0,3985,127
EUW1_7707968840,1391,2026-01-30 01:57:38.000,16.2.741.3171,RED,Grandmaster,12,20,5,1,0,0,2,1,3,0,0,1,0,0,10651,191
EUW1_7707968980,1852,2026-01-30 02:00:43.000,16.2.741.3171,BLUE,Master,23,33,6,4,0,0,1,4,2,1,0,1,0,1,-165,52
EUW1_7707969045,2972,2026-01-30 02:02:25.000,16.2.741.3171,RED,Master,53,50,11,9,2,1,4,4,3,0,1,0,1,2,229,0
EUW1_7707969202,1304,2026-01-30 02:07:02.000,16.2.741.3171,BLUE,Grandmaster,32,11,2,5,0,0,3,0,1,2,1,0,0,0,11822,104
EUW1_7707969226,911,2026-01-30 02:07:12.000,16.2.741.3171,RED,Master,7,21,5,0,0,0,0,2,0,3,0,0,0,0,11112,11
EUW1_7707970390,1416,2026-01-30 02:12:23.000,16.2.741.3171,BLUE,Grandmaster,20,16,2,3,0,0,0,3,3,0,1,0,0,0,3968,216
EUW1_7707970422,1458,2026-01-30 02:13:05.000,16.2.741.3171,RED,Master,8,44,10,0,1,0,0,3,2,1,0,1,0,1,19467,0
EUW1_7707970547,1779,2026-01-30 01:53:45.000,16.2.741.3171,BLUE,Diamond,41,29,8,7,2,1,1,3,0,3,0,1,1,0,5114,0
EUW1_7707970728,1399,2026-01-30 01:57:18.000,16.2.741.3171,RED,Master,9,13,1,1,0,0,1,2,3,0,0,0,0,0,4388,199
EUW1_7707970938,1770,2026-01-30 02:02:21.000,16.2.741.3171,BLUE,Master,41,21,5,10,0,2,4,1,0,3,1,0,1,0,8511,0
EUW1_7707971021,2094,2026-01-30 02:04:39.000,16.2.741.3171,BLUE,Master,49,51,5,7,0,1,3,3,0,3,1,0,2,0,4944,0
EUW1_7707971193,2072,2026-01-30 02:08:27.000,16.2.741.3171,BLUE,Master,43,31,5,10,0,2,2,2,3,0,0,0,1,1,9890,0
EUW1_7707971255,1552,2026-01-30 02:10:58.000,16.2.741.3171,BLUE,Master,25,20,3,6,0,0,2,2,1,2,1,0,1,0,5699,52
EUW1_7707971399,1428,2026-01-30 02:13:58.000,16.2.741.3171,BLUE,Master,25,17,1,5,0,0,1,1,3,0,1,0,0,0,6793,228
EUW1_7707971637,1830,2026-01-30 01:57:29.000,16.2.741.3171,BLUE,Master,46,38,5,10,0,2,3,1,3,0,1,0,2,0,5181,30
EUW1_7707971936,926,2026-01-30 02:05:17.000,16.2.741.3171,RED,Master,6,17,3,0,0,0,0,1,3,0,0,0,0,0,11127,26
EUW1_7707971945,1417,2026-01-30 02:04:56.000,16.2.741.3171,BLUE,Master,28,22,1,6,0,0,0,2,3,0,0,0,0,0,6165,217
EUW1_7707972238,2448,2026-01-30 02:12:22.000,16.2.741.3171,RED,Master,44,64,9,5,1,0,3,4,3,0,0,0,1,2,11298,48
EUW1_7707972477,2297,2026-01-30 01:57:11.000,16.2.741.3171,RED,Grandmaster,31,43,8,7,1,1,2,4,3,0,0,1,0,2,642,197
EUW1_7707972725,1912,2026-01-30 02:03:17.000,16.2.741.3171,BLUE,Master,46,32,6,5,0,1,4,1,2,1,0,1,1,0,4235,112
EUW1_7707973098,910,2026-01-30 02:12:38.000,16.2.741.3171,RED,Master,8,27,3,0,0,0,0,2,0,3,0,0,0,0,9731,10
EUW1_7707973500,1668,2026-01-30 02:00:10.000,16.2.741.3171,BLUE,Master,28,15,0,6,0,0,3,1,3,0,1,0,0,0,9977,168
EUW1_7707973616,1695,2026-01-30 02:02:43.000,16.2.741.3171,RED,Master,14,25,7,2,0,0,2,2,2,1,0,1,0,1,7128,195
EUW1_7707974194,1452,2026-01-30 02:18:06.000,16.2.741.3171,BLUE,Master,28,13,0,11,0,2,2,1,3,0,1,0,1,0,14742,0
EUW1_7707974488,1754,2026-01-30 02:05:09.000,16.2.741.3171,BLUE,Diamond,43,11,2,10,0,2,3,0,0,3,0,0,1,0,16037,0
EUW1_7707975206,913,2026-01-30 02:24:40.000,16.2.741.3171,BLUE,Diamond,33,11,0,1,0,0,2,0,1,2,0,0,0,0,8632,13
EUW1_7707975288,1435,2026-01-30 02:27:33.000,16.2.741.3171,BLUE,Master,24,15,0,6,0,1,3,0,3,0,1,0,0,0,7025,235
EUW1_7707975472,1447,2026-01-30 02:06:53.000,16.2.741.3171,RED,Grandmaster,13,37,10,2,2,0,2,1,3,0,0,1,0,1,16720,0
EUW1_7707975569,1520,2026-01-30 02:09:28.000,16.2.741.3171,BLUE,Diamond,42,23,2,7,0,1,3,0,3,0,1,0,1,0,13050,20
EUW1_7707976089,2442,2026-01-30 02:23:05.000,16.2.741.3171,RED,Master,31,35,7,5,1,0,4,2,3,0,0,0,1,2,4309,42
EUW1_7707976126,1926,2026-01-30 02:24:33.000,16.2.741.3171,RED,Master,21,31,5,3,0,0,0,4,0,3,0,1,0,1,5647,126
EUW1_7707976143,1788,2026-01-30 02:25:02.000,16.2.741.3171,RED,Grandmaster,42,45,10,5,2,0,3,2,3,0,1,0,0,2,9557,0
EUW1_7707976232,1648,2026-01-30 02:27:17.000,16.2.741.3171,RED,Diamond,15,18,8,1,1,0,0,3,1,2,0,1,0,1,7674,148
EUW1_7707976267,1795,2026-01-30 02:28:28.000,16.2.741.3171,RED,Master,32,44,11,3,1,0,1,2,3,0,0,0,0,1,18609,0
EUW1_7707976554,1454,2026-01-30 02:12:47.000,16.2.741.3171,RED,Diamond,19,32,5,3,0,0,2,1,0,3,1,0,0,1,5418,0
EUW1_7707976763,2539,2026-01-30 02:19:07.000,16.2.741.3171,RED,Master,40,42,7,6,1,1,2,5,3,0,1,0,1,1,909,139
EUW1_7707976921,1833,2026-01-30 02:23:21.000,16.2.741.3171,RED,Master,45,48,9,7,2,1,2,3,0,3,1,0,0,2,4936,33
EUW1_7707977314,1375,2026-01-30 02:35:05.000,16.2.741.3171,BLUE,Master,18,10,0,4,0,0,2,0,3,0,1,0,0,0,8768,175
EUW1_7707977574,1832,2026-01-30 02:14:34.000,16.2.741.3171,BLUE,Diamond,47,40,5,5,0,0,4,1,2,0,0,0,2,0,771,32
EUW1_7707977667,1942,2026-01-30 02:16:47.000,16.2.741.3171,RED,Master,27,34,7,5,0,0,3,1,0,3,0,0,0,1,2998,142
EUW1_7707977794,1536,2026-01-30 02:19:50.000,16.2.741.3171,BLUE,Challenger,34,16,2,6,0,0,2,1,2,1,0,1,1,0,11533,36
EUW1_7707977986,2302,2026-01-30 02:25:28.000,16.2.741.3171,RED,Master,36,32,5,7,1,1,3,2,0,3,0,1,2,0,969,202
EUW1_7707978212,1868,2026-01-30 02:31:35.000,16.2.741.3171,RED,Master,38,23,4,6,0,1,4,0,3,0,1,0,1,0,-6376,68
EUW1_7707978376,1773,2026-01-30 02:36:57.000,16.2.741.3171,BLUE,Master,34,15,3,7,0,0,4,0,1,2,1,0,1,0,9142,0
EUW1_7707978562,1468,2026-01-30 02:15:46.000,16.2.741.3171,RED,Master,9,23,11,0,3,0,1,2,0,3,0,1,0,1,15555,0
EUW1_7707978619,1851,2026-01-30 02:17:37.000,16.2.741.3171,BLUE,Master,38,29,2,6,0,0,2,2,3,0,1,0,2,0,2985,51
EUW1_7707978706,1934,2026-01-30 02:19:45.000,16.2.741.3171,BLUE,Master,35,21,4,7,0,0,2,3,0,3,1,0,1,0,9188,134
EUW1_7707979040,1664,2026-01-30 02:29:43.000,16.2.741.3171,BLUE,Master,28,18,3,5,0,0,4,0,3,0,1,0,0,0,6420,164
